YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,VOTES CASTED,Election Type
1996,Andhra Pradesh,Nandyal,27,Bhuma Nagi Reddy,Male,Telugu Desam Party,Bicycle,1123437,440150,0.8094,General,707384,Lok Sabha Bypoll (National)
2002,Andhra Pradesh,Amalapuram,9,Ganti Vijaya Kumari,Female,Telugu Desam Party,Bicycle,997557,313660,0.9082,Scheduled Caste,376457,Lok Sabha Bypoll (National)
2006,Andhra Pradesh,Bobbili,3,Jhansi Lakshmi Botcha,Female,Indian National Congress,Hand,1015497,157,0.4752,General,703400,Lok Sabha Bypoll (National)
2006,Andhra Pradesh,Karimnagar,37,K. Chandra Shakher Rao,Male,Telangana Rashtra Samithi,Car,1419685,201582,0.4761,General,793932,Lok Sabha Bypoll (National)
2008,Andhra Pradesh,Karimnagar,37,K. Chandra Shekhar Rao,Male,Telangana Rashtra Samithi,Car,1452946,15765,0.3666,General,735241,Lok Sabha Bypoll (National)
2008,Andhra Pradesh,Hanamkonda,38,Boianapalli Vinod Kumar,Male,Telangana Rashtra Samithi,Car,1256358,55264,0.4109,General,767414,Lok Sabha Bypoll (National)
2008,Andhra Pradesh,Warangal,39,Errabelli Dayakar Rao,Male,Telugu Desam Party,Bicycle,1247939,4386,0.3406,General,843499,Lok Sabha Bypoll (National)
2008,Andhra Pradesh,Adilabad,35,Allola Indrakaran Reddy,Male,Indian National Congress,Hand,1154367,25970,0.3412,General,811465,Lok Sabha Bypoll (National)
2011,Andhra Pradesh,Kadapa,38,Y.S. JAGAN MOHAN REDDY,Male,Yuvajana Sramika Rythu Congress Party,Ceiling Fan,1329626,545672,0.6715,General,1030978,Lok Sabha Bypoll (National)
2021,Andhra Pradesh,Tirupathi,23,MADDILA GURUMOORTHY,Male,Yuvajana Sramika Rythu Congress Party,Ceiling Fan,1711195,271592,0.5748,Scheduled Caste,1105468,Lok Sabha Bypoll (National)
1996,Andhra Pradesh,Harishchandrapuram,4,Atchannaidu Kinjarapu,Male,Telugu Desam Party,Bicycle,140536,32206,0.6176,General,103285,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Pathapatnam,6,Lakshmi Parvathi N.,Female,Telugu Desam Party (Lakshmi Parvathi),Lion,126691,14148,0.4899,General,90187,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Narasipatnam,36,Ch. Ayyanna Patrudu,Male,Telugu Desam Party,Bicycle,134812,18452,0.521,General,115170,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Mummidivaram,53,G.M.C. Balayogi,Male,Telugu Desam Party,Bicycle,128450,12341,0.498,Scheduled Caste,92114,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Nagaram,57,K. S. R. Murthy,Male,Indian National Congress,Hand,121440,5612,0.453,General,85412,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Narasapur,59,Kothapalli Janakiram,Male,Telugu Desam Party,Bicycle,158343,5677,0.5051,General,119576,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Punganur,143,N. Amaranatha Reddy,Male,Telugu Desam Party,Bicycle,152410,22401,0.554,General,115420,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Hindupur,164,Nandamuri Harikrishna,Male,Telugu Desam Party,Bicycle,182243,58210,0.72,General,119447,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Penukonda,166,Paritala Ravindra,Male,Telugu Desam Party,Bicycle,161165,60010,0.7713,General,110691,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Dhone,181,K.E. Prabhakar,Male,Telugu Desam Party,Bicycle,148650,15302,0.512,General,102415,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Jadcherla,192,M. Chandra Sekhar,Male,Telugu Desam Party,Bicycle,163515,47735,0.6846,General,114670,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Kodangal,200,G. Gurunath Reddy,Male,Telugu Desam Party,Bicycle,155420,12411,0.489,General,98450,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Nirmal,240,S. Venugopala Chary,Male,Telugu Desam Party,Bicycle,142310,14203,0.542,General,108640,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Jagtial,256,L. Ramana,Male,Telugu Desam Party,Bicycle,151240,18342,0.531,General,99410,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Mulug,273,Ajmeera Chandulal,Male,Telugu Desam Party,Bicycle,138420,10211,0.474,Scheduled Tribe,103142,Vidhan Sabha Bypoll (State)
1996,Andhra Pradesh,Sujanagar,281,B. Venkateswara Rao,Male,Communist Party of India (Marxist),Sickle & Hammer,144560,8452,0.442,General,92140,Vidhan Sabha Bypoll (State)
1997,Andhra Pradesh,Darsi,121,Narapusetty Papa Rao,Male,Telugu Desam Party,Bicycle,190940,8401,0.5253,General,122683,Vidhan Sabha Bypoll (State)
1997,Andhra Pradesh,Allagadda,183,Bhuma Shobha Rani,Female,Telugu Desam Party,Bicycle,170560,47161,0.7181,General,106571,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Hanamkonda (LS),270,Dr. P. V. Ranga Rao,Male,Indian National Congress,Hand,230400,2960,0.356,General,133948,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Madhira (LA),278,Katta Venkatanarasaiah,Male,Communist Party of India (Marxist),Hammer & Sickle,180883,4020,0.3508,General,144008,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Mummidivaram,43,Chelli Vivekananda,Male,Telugu Desam Party,Bicycle,134965,17778,0.6073,Scheduled Caste,82094,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Attili,66,Dandu Sivarama Raju,Male,Telugu Desam Party,Bicycle,140109,45566,0.7051,General,98414,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Andole,229,P. Babu Mohan,Male,Telugu Desam Party,Bicycle,139947,10554,0.5469,Scheduled Caste,100497,Vidhan Sabha Bypoll (State)
1998,Andhra Pradesh,Metpalli,258,Komi Reddy Jyothi Devi,Female,Indian National Congress,Hand,162693,3885,0.3452,General,100210,Vidhan Sabha Bypoll (State)
2000,Andhra Pradesh,Gudivada,85,Raavi Venkateswara Rao,Male,Telugu Desam Party,Bicycle,168159,31997,0.65,General,96315,Vidhan Sabha Bypoll (State)
2000,Andhra Pradesh,Chevella,204,Patlolla Sabitha,Female,Indian National Congress,Hand,208250,29909,0.5868,General,143912,Vidhan Sabha Bypoll (State)
2000,Andhra Pradesh,Bhongir,292,Alimineti Uma Devi,Female,Telugu Desam Party,Bicycle,179978,46488,0.613,General,127886,Vidhan Sabha Bypoll (State)
2001,Andhra Pradesh,Giddalur,123,Pidathala Sai Kalpana,Female,Telugu Desam Party,Bicycle,151326,12242,0.528,General,104506,Vidhan Sabha Bypoll (State)
2001,Andhra Pradesh,Badvel,155,Bijivemula Koneti Reddy,Male,Telugu Desam Party,Bicycle,153842,15312,0.534,General,112456,Vidhan Sabha Bypoll (State)
2001,Andhra Pradesh,Vuyyuru,84,Anne Vijaya Lakshmi,Female,Telugu Desam Party,Bicycle,124379,16451,0.5828,General,89951,Vidhan Sabha Bypoll (State)
2001,Andhra Pradesh,Siddipet,220,K. Chandrashekar Rao,Male,Telangana Rashtra Samithi,Car,174864,58712,0.7235,General,114205,Vidhan Sabha Bypoll (State)
2002,Andhra Pradesh,Deverakonda (ST),294,Smt. Deeravath Bharathi,Female,Indian National Congress,Hand,181197,Un-contested,0,Scheduled Tribe,0 (Elected Unopposed),Vidhan Sabha Bypoll (State)
2002,Andhra Pradesh,Medak,227,Karanam Uma Devi,Female,Telugu Desam Party,Bicycle,170857,6960,0.3723,General,116729,Vidhan Sabha Bypoll (State)
2003,Andhra Pradesh,Karwan,215,Mohd. Muqtada Khan,Male,All India Majlis-e-Ittehadul Muslimeen,Kite,295902,19716,0.5151,General,130831,Vidhan Sabha Bypoll (State)
2004,Andhra Pradesh,Siddipet,220,Harish Rao. T,Male,Telangana Rashtra Samithi,Car,167565,24829,0.5576,General,115460,Vidhan Sabha Bypoll (State)
2004,Andhra Pradesh,Asafnagar,213,Mohd Moazam Khan,Male,All India Majlis-e-Ittehadul Muslimeen,Kite,184868,2110,0.3658,General,70311,Vidhan Sabha Bypoll (State)
2005,Andhra Pradesh,Penukonda,166,Paritala Sunithamma,Female,Telugu Desam Party,Car,168774,18852,0.5498,General,119544,Vidhan Sabha Bypoll (State)
2005,Andhra Pradesh,Makthal,199,Chittemram Mohan Reddy,Male,Indian National Congress,Hand,184294,40079,0.6561,General,98886,Vidhan Sabha Bypoll (State)
2006,Andhra Pradesh,Visakhapatnam-I,24,Dronamraju Satyanarayana,Male,Indian National Congress,Hand,132586,14150,0.5921,General,58882,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Therlam,12,Thentu Lakshmu Naidu,Male,Telugu Desam Party,Bicycle,139040,42280,0.7439,General,75094,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Jadcherla,192,Dr. Mallu Ravi,Male,Indian National Congress,Hand,180894,2106,0.3743,General,120678,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Vikarabad,202,G. Prasad Kumar,Male,Indian National Congress,Hand,184735,28892,0.5399,Scheduled Caste,125601,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Musheerabad,206,T. Manemma,Female,Indian National Congress,Hand,222999,2075,0.3122,General,111442,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Secunderabad,209,Talasani Srinivas Yadav,Male,Telugu Desam Party,Bicycle,208181,18067,0.4152,General,120487,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Khairatabad,210,P. Vishnuvardhan Reddy,Male,Indian National Congress,Hand,1049850,196269,0.6699,General,380145,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Siddipet,220,Tanneru Harish Rao,Male,Telangana Rashtra Samithi,Car,179272,58935,0.6725,General,113405,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Dommat,221,Solipeta Ramlinga Reddy,Male,Telangana Rashtra Samithi,Car,147107,5142,0.3964,General,106820,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Yellareddy,233,Janardhan Goud B.,Male,Indian National Congress,Hand,165676,12345,0.3917,General,119555,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Dichpalli,238,Akula Lalitha,Female,Indian National Congress,Hand,152024,8448,0.3722,General,106795,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Khanapur,243,Suman Ramesh Rathod,Female,Telugu Desam Party,Bicycle,159421,713,0.3719,Scheduled Tribe,108064,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Myadaram,250,Koppula Eshwar,Male,Telangana Rashtra Samithi,Car,288461,28137,0.456,Scheduled Caste,136208,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Huzurabad,251,Capt. V. L. Kantha Rao,Male,Telangana Rashtra Samithi,Car,188123,20820,0.4472,General,119752,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Kamalapur,252,Etala Rajender,Male,Telangana Rashtra Samithi,Car,187708,22284,0.4453,General,121455,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Cheriyal,261,Pratap Reddy Kommuri,Male,Telangana Rashtra Samithi,Car,149495,14464,0.471,General,96133,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Ghanpur,268,Kadiyam Sri Hari,Male,Telugu Desam Party,Bicycle,159817,4118,0.3576,Scheduled Caste,110894,Vidhan Sabha Bypoll (State)
2008,Andhra Pradesh,Alair,291,Dr. Kududula Nagesh,Male,Telangana Rashtra Samithi,Car,163195,3924,0.3927,Scheduled Caste,116810,Vidhan Sabha Bypoll (State)
2009,Andhra Pradesh,Tekkali,122,Korla Bharathi,Female,Indian National Congress,HAND,179606,7173,0.4454,General,133041,Vidhan Sabha Bypoll (State)
2009,Andhra Pradesh,Pulivendla,248,Y. S. Vijayamma,Female,Indian National Congress,HAND,"1,89,246*",0,1,General,0,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Sirpur,1,Kaveti Sammaiah,Male,Telangana Rashtra Samithi,CAR,155377,15229,0.4427,General,127084,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Chennur,2,Nallala Odelu,Male,Telangana Rashtra Samithi,CAR,149252,44284,0.6045,Scheduled Caste,112300,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Mancherial,4,Aravind Reddy Gaddam,Male,Telangana Rashtra Samithi,CAR,202384,78047,0.7317,General,130251,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Yellareddy,15,Eanugu Ravinder Reddy,Male,Telangana Rashtra Samithi,CAR,190358,37662,0.523,General,138610,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Nizamabad Urban,17,Endala Lakshmi Narayana,Male,Bharatiya Janata Party,LOTUS,267338,11981,0.5312,General,120822,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Koratla,20,K. V. S. Rao,Male,Telangana Rashtra Samithi,CAR,193557,56525,0.6468,General,124453,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Dharmapuri,22,E. Koppula,Male,Telangana Rashtra Samithi,CAR,191950,58891,0.6797,Scheduled Caste,127577,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Vemulawada,28,Ramesh Chennamaneni,Male,Telangana Rashtra Samithi,CAR,184652,50451,0.6542,General,120987,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Sircilla,29,K. T. Rama Rao,Male,Telangana Rashtra Samithi,CAR,211463,68219,0.6605,General,133039,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Huzurabad,31,E. Rajender,Male,Telangana Rashtra Samithi,CAR,202359,79227,0.6736,General,138105,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Siddipet,33,T. Harish Rao,Male,Telangana Rashtra Samithi,CAR,186329,95878,0.8216,General,132422,Vidhan Sabha Bypoll (State)
2010,Andhra Pradesh,Warangal West,105,O. V. Bhaskar,Male,Telangana Rashtra Samithi,CAR,224209,67524,0.7485,General,118171,Vidhan Sabha Bypoll (State)
2011,Andhra Pradesh,Pulivendla,248,Y. S. Vijayamma,Female,Yuvajana Sramika Rythu Congress Party,CEILING FAN,189246,81373,0.7009,General,157098,Vidhan Sabha Bypoll (State)
2011,Andhra Pradesh,Banswada,14,Pocharam Srinivas Reddy,Male,Telangana Rashtra Samithi,CAR,159732,49889,0.6775,General,122871,Vidhan Sabha Bypoll (State)
2014,Andhra Pradesh,Nandigama,188,Tangirala Sowmya,Female,Telugu Desam Party,BICYCLE,184511,74827,0.7018,Scheduled Caste,140685,Vidhan Sabha Bypoll (State)
2014,Andhra Pradesh,Allagadda,253,Bhuma Akhila Priya Reddy,Female,Yuvajana Sramika Rythu Congress Party,CEILING FAN,205624,0,1,General,0,Vidhan Sabha Bypoll (State)
2015,Andhra Pradesh,Tirupati,167,Mannuru Suguna,Female,Telugu Desam Party,BICYCLE,294993,116524,0.8696,General,145064,Vidhan Sabha Bypoll (State)
2015,Andhra Pradesh,Kalva Kurthy,135,Chittem Rammohan Reddy,Male,Indian National Congress,HAND,198294,3924,0.4152,General,151002,Vidhan Sabha Bypoll (State)
2017,Andhra Pradesh,Nandyal,139,B. Brahmananda Reddy,Male,Telugu Desam Party,BICYCLE,219108,27466,0.5605,General,171956,Vidhan Sabha Bypoll (State)
2021,Andhra Pradesh,Badvel,124,Dasari Sudha,Female,Yuvajana Sramika Rythu Congress Party,CEILING FAN,216206,90533,0.7819,Scheduled Caste,143513,Vidhan Sabha Bypoll (State)
2022,Andhra Pradesh,Atmakur,115,Mekapati Vikram Reddy,Male,Yuvajana Sramika Rythu Congress Party,CEILING FAN,213400,82888,0.7681,General,133107,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Arunachal West,1,Takam Sanjoy,Male,Indian National Congress,Hand,433368,1314,0.4915,General,285666,Lok Sabha Bypoll (National)
2009,Arunachal Pradesh,Arunachal East,2,Ninong Ering,Male,Indian National Congress,Hand,301173,68449,0.537,General,214930,Lok Sabha Bypoll (National)
2014,Arunachal Pradesh,Arunachal West,1,Kiren Rijiju,Male,Bharatiya Janata Party,Lotus,446515,41738,0.5046,General,337671,Lok Sabha Bypoll (National)
2014,Arunachal Pradesh,Arunachal East,2,Ninong Ering,Male,Indian National Congress,Hand,312872,12478,0.4533,General,263157,Lok Sabha Bypoll (National)
1996,Arunachal Pradesh,Basar (ST),29,Jobom Basar,Male,Independent,-,0*,Unopposed,0,Scheduled Tribe,0,Vidhan Sabha Bypoll (State)
1996,Arunachal Pradesh,Namsang (ST),54,Changkom Hondik,Male,Indian National Congress,Hand,7742,108,0.5095,Scheduled Tribe,5758,Vidhan Sabha Bypoll (State)
2001,Arunachal Pradesh,Pakke Kessang (ST),12,Nyani Natung,Female,Indian National Congress,Hand,6728,1223,0.6258,Scheduled Tribe,5010,Vidhan Sabha Bypoll (State)
2002,Arunachal Pradesh,Daporijo (ST),24,Yari Dulom,Female,Indian National Congress,Hand,14951,2952,0.6581,Scheduled Tribe,9331,Vidhan Sabha Bypoll (State)
2004,Arunachal Pradesh,Roing,43,Mukut Mithi,Male,Indian National Congress,Hand,9938,1337,0.6055,Scheduled Tribe,6337,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Lumla,1,Jambey Tashi,Male,Indian National Congress,Hand,8022,Uncontested,0,Scheduled Tribe,0,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Tawang,2,Tsewang Dhondup,Male,Indian National Congress,Hand,9812,Uncontested,0,Scheduled Tribe,0,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Mukto,3,Dorjee Khandu,Male,Indian National Congress,Hand,6916,Uncontested,0,Scheduled Tribe,0,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Dirang,4,Phurpa Tsering,Male,People's Party of Arunachal,Maize,13760,1533,0.851,Scheduled Tribe,11703,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Pakke Kessang,12,Atum Welly,Male,Indian National Congress,Hand,6426,67,0.887,Scheduled Tribe,5703,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Itanagar,13,Techi Kaso,Male,Nationalist Congress Party,Clock,57979,3386,0.51,Scheduled Tribe,29556,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Sagalee,15,Nabam Tuki,Male,Indian National Congress,Hand,12005,3692,0.8,Scheduled Tribe,9600,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Daporijo,24,Tapen Siga,Male,Bharatiya Janata Party,Lotus,17152,1203,0.744,Scheduled Tribe,12764,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Basar,29,Gojen Gadi,Male,Indian National Congress,Hand,16904,3121,0.82,Scheduled Tribe,13864,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Roing,43,Laeta Umbrey,Male,All India Trinamool Congress,Flowers & Grass,10420,2872,0.638,Scheduled Tribe,8341,Vidhan Sabha Bypoll (State)
2009,Arunachal Pradesh,Hayuliang,45,Kalikho Pul,Male,Indian National Congress,Hand,11105,8526,0.885,Scheduled Tribe,9600,Vidhan Sabha Bypoll (State)
